"Timestamp","Do you currently work in software testing?","Have you previously worked in software testing?","Since leaving testing, do you still work in an Information Technology / Computing based role?","Why did you leave testing?","Were you happy in your most recent testing job?","Would you work in testing again?","Are you happy in your CURRENT testing job?","How likely are you to look for a new testing job within the next 12 months?","How likely are you to look for job outside of testing within the next 12 months?","What do you enjoy about software testing?","What made you apply for your FIRST testing job?","How likely are you to recommend testing as a career to others?","How much testing experience do you have?","Which industries have you tested in?","Did you have a different job before you started testing? ","What is your highest qualification?","Did you study Computing, Computer Science or a computer related subject?","While you were studying did you know you wanted to work in testing?","Have you attended any of the following training courses and if so how were they? [Rapid Software Testing]","Have you attended any of the following training courses and if so how were they? [AST BBST Foundations]","Have you attended any of the following training courses and if so how were they? [AST BBST Bug Advocacy]","Have you attended any of the following training courses and if so how were they? [AST BBST Test Design]","Have you attended any of the following training courses and if so how were they? [ISEB/ISTQB Foundation]","Have you attended any of the following training courses and if so how were they? [ISEB/ISTQB Advanced]","Have you attended any of the following training courses and if so how were they? [ISEB/ISTQB Expert]","In your current (or most recent) testing job, how long did it take you to ""get up to speed""?","Do you believe other testing jobs are better than your current (or most recent) testing job?","Would the thought of having to ""get up to speed"" at a new company put you off applying for another testing job?","The testing expectations placed upon me are achievable.","I feel like part of the team.","I am usually excluded when decisions are made.","Absolutely everyone I work with cares about quality.","There is no automated testing.","My performance is measured using metrics (like total bug count).","I have access to all the tools and resources I require to perform effectively.","I feel my employer values my technical skills.","People don't share important information with me and I am kept in the dark.","I get to work collaboratively with others.","Technical debt is taken seriously and addressed in a timely manner.","I feel there are opportunities for me to progress and take on more responsibility.","In my current workplace I feel people do not appreciate the role testing plays in development.","There are high levels of staff retention and everyone is very loyal to the company.","When I make a decision, I feel my judgment is trusted.","Code frequently breaks in the production environment and need to be fixed or patched.","It is expected that I will work unpaid over-time.","Developers are seen as superior to testers within my organisation","I am forced to sign disclaimers stating software contains no bugs.","My company supports me to attend training courses, workshops or conferences.","I feel like I am making a positive difference.","Management lacks understanding of my role and frequently has unrealistic expectations.","There is not enough time test things to my satisfaction.","I am blamed for missed bugs."
"2016/05/05 8:10:41 AM GMT+1","No","Yes","Yes I still work in Information Technology / Computing","natural evolution of my role within the team, opportunity happened to come by","Yes","Yes","","","","Overcoming challenges;Asking questions;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Working in a team;Engaging with other testers;Generating new ideas;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster","I was unemployed and needed a job","Likely","5 - 10 years","Communications;Finance;software","No, my very first job was a testing job.","Masters degree","No","No","5","5","5","0","0","0","0","3 months","No","No","True","True","False","True","False","False","True","True","False","True","False","True","False","True","True","False","False","False","False","True","True","True","False","False"
"2016/05/05 8:43:53 AM GMT+1","Yes","","","","","","No","Not sure","Not sure","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster;Persuading people","Knew how to code but I did not want to work as a developer","Not sure","less than a year","Finance","Yes, I had a different job before I started testing","Masters degree","Yes","No","5","0","0","0","0","0","0","3 months","Yes","No","True","True","False","False","False","False","False","False","True","True","True","False","True","False","False","True","True","True","False","False","True","True","True","False"
"2016/05/05 8:55:11 AM GMT+1","Yes","","","","","","Yes","Not sure","Very unlikely","Overcoming challenges;Learning new things;Solving problems;Identifying new problems;Gaining expert knowledge of a product;Working on a variety of different tasks","I wanted to work with technology and computers;I was unemployed and needed a job;Knew how to code but I did not want to work as a developer","Likely","2 - 5 years","Finance;Sales","No, my very first job was a testing job.","Bachelors degree","Yes","No","0","0","0","0","1","0","0","1 month","No","Yes","True","True","True","False","False","False","False","True","True","True","False","True","False","False","True","True","False","True","False","False","True","True","False","False"
"2016/05/05 8:56:34 AM GMT+1","Yes","","","","","","Yes","Very unlikely","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster","I did not like my previous job;I applied because the job advert stated no experience necessary","Very Likely","1 - 2 years","Energy;Games","Yes, I had a different job before I started testing","Bachelors degree","No","No","4","0","0","0","0","0","0","3 months","No","No","True","True","False","True","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","False","False"
"2016/05/05 9:59:02 PM GMT+1","Yes","","","","","","Yes","Very unlikely","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Learning new things;Working in a team;Engaging with other testers;Helping people;Seeing the big picture","Someone who was not a tester recommended testing to me","Very Likely","5 - 10 years","Automotive;Business;Government;Scientific","Yes, I had a different job before I started testing","Masters degree","No","No","0","4","0","0","2","3","0","3 months","No","No","True","False","False","False","False","False","True","True","False","False","False","True","False","True","True","True","False","True","False","True","True","False","False","False"
"2016/05/05 10:07:21 PM GMT+1","Yes","","","","","","Yes","Very Likely","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Preventing disaster;Persuading people;Repetitive tasks","I wanted to work with technology and computers;I was unemployed and needed a job;It seemed interesting;I thought testing had good career prospects and progression;I applied because the job advert stated no experience necessary;I decided to apply for a testing job after attending a careers or jobs fair;I wanted to work at a specific company and this company advertised testing as an entry level position;I studied computing and saw testing as a way to use this knowledge","Very Likely","2 - 5 years","Business;Communications;Finance;Government","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","0","0","0","0","5","5","0","1 month","Yes","No","True","True","False","False","False","True","False","True","True","False","False","True","True","False","True","True","False","True","False","True","True","True","True","True"
"2016/05/05 10:26:17 PM GMT+1","Yes","","","","","","No","Likely","Not sure","Overcoming challenges;Thinking critically;Generating new ideas;Seeing the big picture","My company was trying to hire testers and I wanted to change my role","Likely","5 - 10 years","Communications","Yes, I had a different job before I started testing","Masters degree","Yes","No","4","3","3","3","1","1","1","3 months","Yes","Yes","True","False","True","False","False","False","True","True","True","True","False","True","False","False","True","True","False","True","False","False","True","False","False","False"
"2016/05/06 8:00:57 AM GMT+1","Yes","","","","","","Yes","Very Likely","Not sure","Overcoming challenges;Asking questions;Finding defects;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks","I wanted to work with technology and computers;I was unemployed and needed a job;It seemed interesting;I wanted to work in software development but did not know how to code;I studied computing and saw testing as a way to use this knowledge","Unlikely","5 - 10 years","E-commerce B2B2C marketplace, security suites software","No, my very first job was a testing job.","Masters degree","Yes","Yes","0","4","4","4","2","0","0","1 month","Yes","No","True","True","True","False","True","False","True","False","True","True","False","False","True","False","True","False","False","True","False","True","False","True","True","True"
"2016/05/06 8:01:07 AM GMT+1","Yes","","","","","","Yes","Not sure","Unlikely","Overcoming challenges;Improving software quality;Learning new things;Working in a team;Engaging with other testers;Generating new ideas;Helping people;Working on a variety of different tasks","I was unemployed and needed a job;I thought testing would be fun;I studied computing and saw testing as a way to use this knowledge","Likely","5 - 10 years","Business;Government;Health","Yes, I had a different job before I started testing","Masters degree","Yes","No","0","0","0","0","4","4","0","3 months","Yes","No","True","True","False","False","False","False","True","True","False","True","True","True","False","False","True","False","False","True","False","True","True","True","True","False"
"2016/05/06 8:41:47 AM GMT+1","Yes","","","","","","Yes","Unlikely","Unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster","I wanted a new challenge","Very Likely","5 - 10 years","Communications;Health;Pharmaceutical","Yes, I had a different job before I started testing","Masters degree","Yes","Yes","5","5","0","0","5","0","0","6 months","No","No","True","True","False","True","False","False","True","True","False","True","True","True","False","False","True","False","False","False","False","True","True","False","False","False"
"2016/05/06 9:00:41 AM GMT+1","Yes","","","","","","Yes","Very Likely","Not sure","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster","I wanted a new challenge;I wanted to work with technology and computers;It seemed interesting;I wanted to work in software development but did not know how to code;I thought testing would be fun;I applied because the job advert stated no experience necessary","Very Likely","less than a year","Intelligence;Social Media","Yes, I had a different job before I started testing","Masters degree","No","No","0","0","0","0","0","0","0","1 month","No","No","True","True","False","True","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","False","True","False","False","False"
"2016/05/06 9:01:54 AM GMT+1","Yes","","","","","","Yes","Not sure","Not sure","Overcoming challenges;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster;Persuading people","I was unemployed and needed a job","Very Likely","5 - 10 years","Business;Communications;Finance;Government;Health;Legal;Sales;Scientific","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","5","4","0","0","1","0","0","1 month","No","No","True","True","False","True","False","False","True","True","False","True","True","True","False","False","True","False","False","False","False","True","True","True","False","False"
"2016/05/06 9:04:02 AM GMT+1","Yes","","","","","","Yes","Not sure","Unlikely","Overcoming challenges;Improving software quality;Finding defects;Learning new things;Prioritising tasks;Thinking critically;Identifying new problems;Generating new ideas;Working on a variety of different tasks;Preventing disaster","I wanted to work with technology and computers;It seemed interesting;Someone who was not a tester recommended testing to me;I thought testing had good career prospects and progression;I saw lots of testing jobs advertised","Likely","less than a year","Business","No, my very first job was a testing job.","Masters degree","No","No","0","0","0","0","3","0","0","3 months","Yes","No","True","True","False","False","True","True","True","False","False","True","False","True","False","False","True","True","False","False","False","True","True","True","True","False"
"2016/05/06 11:09:46 AM GMT+1","Yes","","","","","","Yes","Unlikely","Not sure","Overcoming challenges;Improving software quality;Learning new things;Thinking critically;Solving problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Preventing disaster","I wanted to work with technology and computers;It seemed interesting;I wanted to work in software development but did not know how to code;I thought testing would be fun","Likely","2 - 5 years","Communications;Finance","No, my very first job was a testing job.","Bachelors degree","Yes","No","0","0","0","0","0","0","0","3 months","No","Yes","True","True","False","False","False","False","True","True","False","True","True","True","False","True","True","True","True","True","True","True","True","False","True","True"
"2016/05/06 11:35:15 AM GMT+1","Yes","","","","","","Yes","Very Likely","Very unlikely","Overcoming challenges;Improving software quality;Learning new things;Thinking critically;Solving problems;Identifying new problems;Working in a team;Generating new ideas;Helping people;Seeing the big picture;Preventing disaster;Persuading people","I was unemployed and needed a job;It seemed interesting;Knew how to code but I did not want to work as a developer;I thought testing would be fun;I thought testing had good career prospects and progression;I applied because the job advert stated no experience necessary;I studied computing and saw testing as a way to use this knowledge","Likely","2 - 5 years","Aerospace;Finance","No, my very first job was a testing job.","Bachelors degree","Yes","No","5","4","4","4","2","3","2","1 month","No","No","True","True","False","False","True","False","True","False","False","True","False","True","True","False","True","False","True","True","False","False","True","False","False","False"
"2016/05/06 12:10:17 PM GMT+1","Yes","","","","","","No","Unlikely","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Gaining expert knowledge of a product;Helping people;Working on a variety of different tasks","Testing paid a higher salary than my previous job;I did not like my previous job","Not sure","2 - 5 years","Business;Communications;Finance;Government;Health","Yes, I had a different job before I started testing","Bachelors degree","No","No","0","0","0","0","3","0","0","6 months","No","No","True","True","True","False","True","False","False","False","True","True","False","False","False","True","False","False","False","True","False","True","True","False","True","False"
"2016/05/06 12:43:32 PM GMT+1","Yes","","","","","","Yes","Unlikely","Unlikely","Improving software quality;Asking questions;Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Helping people;Seeing the big picture;Working on a variety of different tasks;Persuading people;Being able to contribute to the profession as a whole","I wanted to work with technology and computers;Testing paid a higher salary than my previous job;It seemed interesting;Knew how to code but I did not want to work as a developer;I thought testing would be fun;I thought testing had good career prospects and progression;My company was trying to hire testers and I wanted to change my role;I studied computing and saw testing as a way to use this knowledge","Likely","10 - 20 years","Business;Communications","Yes, I had a different job before I started testing","Bachelors degree","Yes","Yes","5","5","5","0","1","0","0","6 months","No","No","True","True","False","True","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","False","False"
"2016/05/06 2:43:20 PM GMT+1","Yes","","","","","","Yes","Not sure","Likely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster;Persuading people;Repetitive tasks","I wanted to work with technology and computers;I was unemployed and needed a job;Testing paid a higher salary than my previous job;It seemed interesting","Likely","2 - 5 years","Business;Communications;Finance","No, my very first job was a testing job.","Masters degree","Yes","No","3","0","0","0","0","0","0","3 months","No","Yes","True","True","False","True","False","True","True","True","False","True","True","True","True","True","True","True","False","True","False","True","True","False","True","True"
"2016/05/06 3:06:52 PM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Asking questions;Learning new things;Generating new ideas;Gaining expert knowledge of a product;Helping people;Persuading people","I was unemployed and needed a job","Likely","2 - 5 years","Finance;Tolling","No, my very first job was a testing job.","Bachelors degree","Yes","No","0","0","0","0","0","0","0","1 year","Yes","No","True","True","False","True","True","False","True","True","False","True","True","True","False","True","True","False","True","False","False","False","True","False","False","False"
"2016/05/06 4:45:15 PM GMT+1","Yes","","","","","","Yes","Not sure","Not sure","Overcoming challenges;Improving software quality;Finding defects;Learning new things;Identifying new problems;Helping people","I wanted to work with technology and computers;Testing paid a higher salary than my previous job;It seemed interesting;I did not like my previous job;I wanted to work in software development but did not know how to code;I knew other testers which recommended testing to me;I thought testing would be better than my previous job;I studied computing and saw testing as a way to use this knowledge","Very Likely","10 - 20 years","Communications;Health;Scientific","Yes, I had a different job before I started testing","Foundation course","Yes","No","0","0","0","0","0","0","0","1 month","No","No","True","True","False","True","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","True","False"
"2016/05/06 5:32:16 PM GMT+1","Yes","","","","","","No","Very Likely","Likely","Improving software quality;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Engaging with other testers;Gaining expert knowledge of a product;Helping people","It seemed interesting;I knew other testers which recommended testing to me;I thought testing would be better than my previous job","Likely","2 - 5 years","Business;Health;Social Media","Yes, I had a different job before I started testing","None","","","5","5","5","5","0","0","0","3 months","Yes","Yes","False","False","True","True","True","False","False","True","True","True","False","True","True","False","False","True","True","True","False","True","True","True","True","False"
"2016/05/06 6:11:05 PM GMT+1","Yes","","","","","","Yes","Unlikely","Unlikely","Improving software quality;Finding defects;Thinking critically;Solving problems;Working in a team;Helping people;Seeing the big picture","I was unemployed and needed a job","Not sure","5 - 10 years","Business","No, my very first job was a testing job.","Bachelors degree","Yes","No","0","0","0","0","3","0","0","3 months","No","No","True","True","False","False","False","False","True","True","False","True","False","True","False","False","True","False","False","True","False","False","True","False","True","True"
"2016/05/07 10:37:27 AM GMT+1","Yes","","","","","","No","Very Likely","Likely","Improving software quality;Thinking critically;Solving problems;Identifying new problems;Gaining expert knowledge of a product;Seeing the big picture","I was unemployed and needed a job","Not sure","5 - 10 years","Business;Communications;Health;Intelligence","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","0","0","0","0","4","4","0","1 month","No","No","True","True","True","False","False","False","False","False","True","False","False","False","True","False","False","True","True","True","False","False","False","True","True","False"
"2016/05/09 9:42:04 AM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Improving software quality;Seeing the big picture","It seemed interesting","Likely","5 - 10 years","Communications;Social Media","Yes, I had a different job before I started testing","Foundation course","Yes","No","0","0","0","0","4","4","0","6 months","No","No","True","True","True","False","False","False","True","True","False","True","False","True","True","False","True","True","False","False","False","True","True","True","True","True"
"2016/05/09 10:33:03 AM GMT+1","Yes","","","","","","No","Likely","Unlikely","Overcoming challenges;Asking questions;Finding defects;Learning new things;Thinking critically;Solving problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Helping people;Seeing the big picture;Working on a variety of different tasks","I thought testing had good career prospects and progression","Not sure","2 - 5 years","Communications;Finance;Social Media","Yes, I had a different job before I started testing","Bachelors degree","No","No","4","3","0","0","1","0","0","1 month","Yes","No","True","False","False","False","True","False","False","False","False","True","False","True","False","False","True","False","False","True","False","True","False","False","True","False"
"2016/05/09 10:40:23 AM GMT+1","Yes","","","","","","Yes","Not sure","Very unlikely","Overcoming challenges;Asking questions;Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks","I studied computing and saw testing as a way to use this knowledge","Likely","10 - 20 years","Aerospace;Business;Games;Health","No, my very first job was a testing job.","Masters degree","Yes","No","5","0","0","0","0","0","0","6 months","No","No","True","True","False","False","True","False","True","True","False","True","False","True","False","True","True","False","False","False","False","True","True","False","True","False"
"2016/05/09 10:54:37 AM GMT+1","Yes","","","","","","Yes","Unlikely","Unlikely","Overcoming challenges;Learning new things;Solving problems;Identifying new problems;Working in a team;Generating new ideas;Gaining expert knowledge of a product;Seeing the big picture;Working on a variety of different tasks;Preventing disaster","I wanted a new challenge;It seemed interesting","Not sure","2 - 5 years","Communications","Yes, I had a different job before I started testing","Bachelors degree","No","No","0","0","0","0","0","0","0","1 month","No","No","True","True","False","False","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","True","False"
"2016/05/09 10:59:33 AM GMT+1","Yes","","","","","","Yes","Not sure","Unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster;Persuading people","It seemed interesting","Very Likely","More than 20 years","Business;Communications;Energy;Finance;Games;Government;Insurance;Intelligence;Legal;Sales","No, my very first job was a testing job.","A-Levels or equivalent","Yes","No","4","4","4","4","1","1","0","1 month","No","No","False","True","False","False","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","False","False"
"2016/05/09 11:02:45 AM GMT+1","Yes","","","","","","Yes","Not sure","Not sure","Overcoming challenges;Improving software quality;Finding defects;Learning new things;Thinking critically;Solving problems;Generating new ideas;Gaining expert knowledge of a product","I was unemployed and needed a job","Likely","5 - 10 years","Finance","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","0","0","0","0","0","0","0","3 months","No","No","True","True","True","True","False","False","True","True","False","True","True","False","False","True","True","False","False","False","False","True","True","False","True","False"
"2016/05/09 11:04:12 AM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Solving problems;Identifying new problems;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster","I was unemployed and needed a job;It seemed interesting;Knew how to code but I did not want to work as a developer;I thought testing would be fun","Very Likely","10 - 20 years","Automotive;Social Media","No, my very first job was a testing job.","Bachelors degree","No","No","0","0","0","0","3","2","0","6 months","Yes","No","True","True","False","False","False","False","True","True","False","True","False","True","False","True","True","False","False","False","False","True","True","False","True","False"
"2016/05/09 11:04:23 AM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Solving problems;Identifying new problems;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster","I was unemployed and needed a job;It seemed interesting;Knew how to code but I did not want to work as a developer;I thought testing would be fun","Very Likely","10 - 20 years","Automotive;Social Media","No, my very first job was a testing job.","Bachelors degree","No","No","0","0","0","0","3","2","0","6 months","Yes","No","True","True","False","False","False","False","True","True","False","True","False","True","False","True","True","False","False","False","False","True","True","False","True","False"
"2016/05/09 11:13:03 AM GMT+1","Yes","","","","","","No","Very Likely","Very Likely","Overcoming challenges;Improving software quality;Asking questions;Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Gaining expert knowledge of a product;Preventing disaster","I wanted a new challenge;It seemed interesting;I did not like my previous job;I knew other testers which recommended testing to me;I thought testing would be fun;I thought testing would be better than my previous job;My company was trying to hire testers and I wanted to change my role","Not sure","2 - 5 years","Business;Sports & entertainment","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","0","0","0","0","0","0","0","3 months","No","No","False","False","True","False","False","False","False","True","True","True","True","True","True","True","True","True","True","True","False","False","True","True","True","False"
"2016/05/09 11:13:06 AM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Improving software quality;Thinking critically;Solving problems;Gaining expert knowledge of a product;Helping people","I wanted to work with technology and computers;My company was trying to hire testers and I wanted to change my role","Likely","2 - 5 years","Government;Transport","Yes, I had a different job before I started testing","Bachelors degree","No","No","0","0","0","0","4","0","0","1 month","No","No","True","True","True","True","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","True","True"
"2016/05/09 11:14:22 AM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Overcoming challenges;Learning new things;Solving problems;Working in a team;Gaining expert knowledge of a product;Working on a variety of different tasks","I wanted a new challenge;It seemed interesting","Likely","2 - 5 years","Gambling","Yes, I had a different job before I started testing","Bachelors degree","No","No","0","0","0","0","0","0","0","1 year","Yes","No","True","True","True","False","True","False","False","True","False","True","False","True","False","True","True","True","False","False","False","False","True","False","True","False"
"2016/05/09 11:16:04 AM GMT+1","Yes","","","","","","Yes","Not sure","Unlikely","Overcoming challenges;Improving software quality;Finding defects;Learning new things;Working in a team;Seeing the big picture","I wanted to work with technology and computers;Testing paid a higher salary than my previous job;It seemed interesting","Unlikely","2 - 5 years","Business;Finance","Yes, I had a different job before I started testing","Masters degree","Yes","No","0","0","0","0","0","0","0","1 month","No","No","True","True","False","False","False","False","True","True","False","True","False","True","True","True","True","True","False","True","False","True","True","True","False","True"
"2016/05/09 11:18:07 AM GMT+1","Yes","","","","","","Yes","Not sure","Unlikely","Improving software quality;Finding defects;Thinking critically;Identifying new problems;Working in a team","I wanted to work with technology and computers;I studied computing and saw testing as a way to use this knowledge","Not sure","10 - 20 years","Communications;Health","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","0","0","0","0","3","0","0","1 year","No","No","True","True","False","True","False","False","True","True","False","True","False","True","False","False","True","True","True","True","False","True","True","False","True","False"
"2016/05/09 11:18:12 AM GMT+1","Yes","","","","","","Yes","Unlikely","Unlikely","Overcoming challenges;Improving software quality;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Working in a team;Gaining expert knowledge of a product;Seeing the big picture;Preventing disaster","I wanted to work with technology and computers;It seemed interesting;I studied computing and saw testing as a way to use this knowledge","Likely","5 - 10 years","Business","No, my very first job was a testing job.","Masters degree","Yes","No","0","0","0","0","3","0","0","6 months","Yes","No","True","True","False","False","False","False","True","True","True","True","False","True","True","True","True","True","True","True","False","True","True","False","True","False"
"2016/05/09 11:20:47 AM GMT+1","Yes","","","","","","Yes","Not sure","Not sure","Overcoming challenges;Thinking critically;Solving problems;Generating new ideas;Seeing the big picture;Working on a variety of different tasks","I wanted to work with technology and computers;I was unemployed and needed a job;It seemed interesting;Someone who was not a tester recommended testing to me","Not sure","10 - 20 years","Communications;Insurance;Sales","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","1","2","2","2","0","0","0","1 month","No","No","True","False","True","False","False","False","False","True","True","True","False","True","True","True","False","True","False","True","False","True","True","True","True","False"
"2016/05/09 11:21:04 AM GMT+1","Yes","","","","","","Yes","Unlikely","Unlikely","Improving software quality;Asking questions;Finding defects;Learning new things;Thinking critically;Identifying new problems;Working in a team;Engaging with other testers;Helping people;Seeing the big picture","I wanted to work with technology and computers;I did not like my previous job;I wanted to work in software development but did not know how to code;Someone who was not a tester recommended testing to me;I thought testing would be better than my previous job;I thought testing had good career prospects and progression","Not sure","5 - 10 years","Business;Finance;Insurance;Sales","Yes, I had a different job before I started testing","Bachelors degree","No","No","0","0","0","0","1","0","0","3 months","Yes","No","True","True","False","False","False","False","False","False","False","True","False","True","True","True","True","True","False","True","False","True","True","False","True","False"
"2016/05/09 11:22:15 AM GMT+1","Yes","","","","","","Yes","Very unlikely","Very unlikely","Overcoming challenges;Asking questions;Learning new things;Thinking critically;Solving problems;Generating new ideas;Helping people","I wanted a new challenge;I wanted to work with technology and computers;It seemed interesting;I thought testing would be fun;I thought testing had good career prospects and progression","Very Likely","10 - 20 years","Automotive;Business;Electronics;Health","Yes, I had a different job before I started testing","Masters degree","Yes","Yes","5","5","4","0","1","1","0","3 months","No","No","True","True","False","False","True","False","True","True","False","True","False","True","False","True","True","True","True","False","False","True","True","False","False","False"
"2016/05/09 11:24:25 AM GMT+1","Yes","","","","","","Yes","Likely","Likely","Asking questions;Learning new things;Thinking critically;Solving problems;Generating new ideas;Gaining expert knowledge of a product;Seeing the big picture","I wanted to work with technology and computers;I was unemployed and needed a job;It seemed interesting;I wanted to work in software development but did not know how to code","Very Likely","10 - 20 years","Security, media, web","No, my very first job was a testing job.","Bachelors degree","Yes","No","5","0","0","0","0","0","0","3 months","Yes","No","True","True","False","True","False","False","True","True","True","True","True","True","False","True","True","True","False","False","False","True","True","False","False","False"
"2016/05/09 11:43:47 AM GMT+1","Yes","","","","","","No","Very Likely","Very unlikely","Learning new things;Thinking critically;Solving problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Helping people","It seemed interesting","Likely","5 - 10 years","Business;Government;Legal;Pharmaceutical;Scientific;Social Media","Yes, I had a different job before I started testing","Masters degree","No","No","5","4","0","0","1","0","0","1 month","Yes","No","True","True","False","False","False","False","False","False","False","True","False","False","True","False","False","True","False","True","False","False","False","True","True","False"
"2016/05/09 11:51:16 AM GMT+1","Yes","","","","","","Yes","Unlikely","Unlikely","Overcoming challenges;Improving software quality;Learning new things;Solving problems;Working in a team;Engaging with other testers;Generating new ideas;Helping people;Seeing the big picture","Knew how to code but I did not want to work as a developer;Someone who was not a tester recommended testing to me;I thought testing would be fun","Likely","5 - 10 years","Finance;Government;Sales","No, my very first job was a testing job.","None","","","4","0","0","0","0","0","0","3 months","Yes","No","True","True","False","False","False","False","True","True","False","True","True","True","False","False","True","True","False","False","False","True","True","False","True","False"
